Code,Company,Date,Type,Quantity,Unit Price ($),Trade Value ($),Brokerage+GST ($),GST ($),Contract Note,Total Value ($)
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",03/11/2020,"Buy","76153","0.0130","989.9900","10.0000","0.9100","108607345","999.9900"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",10/12/2020,"Buy","83250","0.0120","999.0000","10.0000","0.9100","110451171","1009.0000"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",06/01/2021,"Buy","47619","0.0210","1000.0000","10.0000","0.9100","111423359","1010.0000"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",28/01/2021,"Buy","52631","0.0190","999.9900","10.0000","0.9100","112720319","1009.9900"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",18/02/2021,"Buy","157142","0.0140","2199.9900","19.9500","1.8100","114158408","2219.9400"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",18/02/2021,"Buy","71428","0.0140","999.9900","10.0000","0.9100","114158397","1009.9900"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",08/03/2021,"Buy","169230","0.0130","2199.9900","19.9500","1.8100","115301889","2219.9400"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",29/06/2021,"Buy","46666","0.0120","559.9900","10.0000","0.9100","119997084","569.9900"
"SUD","SUDA PHARMACEUTICALS FPO (ORDINARY FULLY PAID)",25/03/2021,"Buy","51162","0.0430","2199.9700","19.9500","1.8100","116165246","2219.9200"
"TLS","TELSTRA CORPORATION. FPO (ORDINARY FULLY PAID)",15/03/2021,"Sell","-1053","3.0800","-3243.2400","19.9500","1.8100","115598963","-3223.2900"
"TNR","TORIAN RESOURCES LTD FPO (ORDINARY FULLY PAID)",21/09/2020,"Buy","36363","0.0220","799.9900","10.0000","0.9100","106496719","809.9900"
"TNR","TORIAN RESOURCES LTD FPO (ORDINARY FULLY PAID)",02/10/2020,"Buy","33000","0.0200","660.0000","10.0000","0.9100","107113075","670.0000"
"TNR","TORIAN RESOURCES LTD FPO (ORDINARY FULLY PAID)",13/04/2021,"Buy","11956","0.0460","549.9800","10.0000","0.9100","116851029","559.9800"
"UBI","UNIVERSAL BIOSENSORS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",06/04/2021,"Buy","1078","0.5000","539.0000","10.0000","0.9100","116528815","549.0000"
"VAS","VNGD AUS SHARES ETF UNITS (VANGUARD AUSTRALIAN SHARES INDEX ETF)",15/03/2021,"Sell","-16","87.2400","-1395.8400","19.9500","1.8100","115591838","-1375.8900"
"ZYAU","ETFS ASX300 YIELD ETF UNITS (ETFS S&P/ASX 300 HIGH YIELD PLUS ETF)",03/02/2021,"Sell","-973","9.4000","-9146.2000","19.9500","1.8100","113049139","-9126.2500"
