Code,Company,Date,Type,Quantity,Unit Price ($),Trade Value ($),Brokerage+GST ($),GST ($),Contract Note,Total Value ($)
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","142857","0.0140","2000.0000","19.9500","1.8100","129055142","2019.9500"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",22/02/2022,"Buy","76923","0.0130","1000.0000","10.0000","0.9100","130208153","1010.0000"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",22/02/2022,"Buy","76923","0.0130","1000.0000","10.0000","0.9100","130208155","1010.0000"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",04/05/2022,"Buy","83333","0.0120","1000.0000","10.0000","0.9100","132915827","1010.0000"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",09/05/2022,"Buy","90909","0.0110","1000.0000","10.0000","0.9100","133093543","1010.0000"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",09/05/2022,"Buy","181818","0.0110","2000.0000","19.9500","1.8100","133093544","2019.9500"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",09/05/2022,"Buy","90909","0.0110","1000.0000","10.0000","0.9100","133093545","1010.0000"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",25/05/2022,"Buy","100000","0.0100","1000.0000","10.0000","0.9100","133657237","1010.0000"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",25/05/2022,"Buy","54545","0.0110","600.0000","10.0000","0.9100","133645787","610.0000"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",23/06/2022,"Sell","-1376970","0.0050","-6884.8500","19.9500","1.8100","134670699","-6864.9000"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",27/06/2022,"Buy","166666","0.0060","1000.0000","10.0000","0.9100","134770273","1010.0000"
"NVA","NOVA MINERALS LTD FPO (ORDINARY FULLY PAID)",19/07/2021,"Buy","8333","0.1200","999.9600","10.0000","0.9100","120786930","1009.9600"
"NVA","NOVA MINERALS LTD FPO (ORDINARY FULLY PAID)",20/07/2021,"Buy","9090","0.1050","954.4500","10.0000","0.9100","120797124","964.4500"
"NVA","NOVA MINERALS LTD FPO (ORDINARY FULLY PAID)",02/08/2021,"Buy","9523","0.1050","999.9200","10.0000","0.9100","121341223","1009.9200"
"NVA","NOVA MINERALS LTD FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","1990","1.0050","1999.9500","19.9500","1.8100","129085239","2019.9000"
"NVA","NOVA MINERALS LTD FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","1020","0.9800","999.6000","10.0000","0.9100","129136501","1009.6000"
"NVA","NOVA MINERALS LTD FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","1000","1.0000","1000.0000","10.0000","0.9100","129100630","1010.0000"
"NVA","NOVA MINERALS LTD FPO (ORDINARY FULLY PAID)",27/01/2022,"Sell","-3000","0.9250","-2775.0000","19.9500","1.8100","129238507","-2755.0500"
"NVA","NOVA MINERALS LTD FPO (ORDINARY FULLY PAID)",04/02/2022,"Buy","1197","0.8350","999.5000","10.0000","0.9100","129557759","1009.5000"
"NVA","NOVA MINERALS LTD FPO (ORDINARY FULLY PAID)",28/02/2022,"Buy","1694","0.5900","999.4600","10.0000","0.9100","130499497","1009.4600"
"OAR","OAR RESOURCES LTD FPO (ORDINARY FULLY PAID)",05/01/2022,"Buy","111111","0.0090","1000.0000","10.0000","0.9100","128152247","1010.0000"
"OAR","OAR RESOURCES LTD FPO (ORDINARY FULLY PAID)",21/01/2022,"Buy","222222","0.0090","2000.0000","19.9500","1.8100","128875307","2019.9500"
"OAR","OAR RESOURCES LTD FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","285714","0.0070","2000.0000","19.9500","1.8100","129073938","2019.9500"
"OAR","OAR RESOURCES LTD FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","125000","0.0080","1000.0000","10.0000","0.9100","129054156","1010.0000"
"OAR","OAR RESOURCES LTD FPO (ORDINARY FULLY PAID)",23/06/2022,"Buy","200000","0.0050","1000.0000","10.0000","0.9100","134660952","1010.0000"
"PAB","PATRYS LIMITED FPO (ORDINARY FULLY PAID)",14/06/2022,"Sell","-144444","0.0210","-3033.3200","19.9500","1.8100","134302773","-3013.3700"
"PVW","PVW RES LTD FPO (ORDINARY FULLY PAID)",07/01/2022,"Buy","1923","0.5200","999.9600","10.0000","0.9100","128284938","1009.9600"
"PWN","PARKWAY CORP LTD FPO (ORDINARY FULLY PAID)",24/01/2022,"Buy","100000","0.0100","1000.0000","10.0000","0.9100","129010329","1010.0000"
"PWN","PARKWAY CORP LTD FPO (ORDINARY FULLY PAID)",29/06/2022,"Buy","61111","0.0090","550.0000","10.0000","0.9100","134822942","560.0000"
"RMX","RED MOUNT MIN LTD FPO (ORDINARY FULLY PAID)",07/12/2021,"Buy","111111","0.0090","1000.0000","10.0000","0.9100","127334683","1010.0000"
"RMX","RED MOUNT MIN LTD FPO (ORDINARY FULLY PAID)",03/05/2022,"Buy","111111","0.0090","1000.0000","10.0000","0.9100","132845255","1010.0000"
"RMX","RED MOUNT MIN LTD FPO (ORDINARY FULLY PAID)",30/06/2022,"Sell","-150000","0.0050","-750.0000","10.0000","0.9100","134890047","-740.0000"
"RVS","REVASUM CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",10/06/2022,"Buy","2857","0.3500","999.9500","10.0000","0.9100","134176479","1009.9500"
"RVS","REVASUM CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",14/06/2022,"Buy","3448","0.2900","999.9200","10.0000","0.9100","134228463","1009.9200"
"SER","STRATEGIC ENERGY FPO (ORDINARY FULLY PAID)",02/03/2022,"Buy","76923","0.0260","2000.0000","19.9500","1.8100","130590253","2019.9500"
"SER","STRATEGIC ENERGY FPO (ORDINARY FULLY PAID)",09/05/2022,"Buy","41666","0.0240","999.9800","10.0000","0.9100","133080927","1009.9800"
"SER","STRATEGIC ENERGY FPO (ORDINARY FULLY PAID)",27/05/2022,"Buy","25000","0.0239","596.2500","10.0000","0.9100","133746781","606.2500"
"SER","STRATEGIC ENERGY FPO (ORDINARY FULLY PAID)",14/06/2022,"Buy","47619","0.0210","1000.0000","10.0000","0.9100","134294886","1010.0000"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",07/07/2021,"Buy","70000","0.0130","910.0000","10.0000","0.9100","120345707","920.0000"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",20/07/2021,"Buy","71023","0.0130","923.3000","10.0000","0.9100","120798908","933.3000"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",02/08/2021,"Buy","83333","0.0120","1000.0000","10.0000","0.9100","121314887","1010.0000"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",24/08/2021,"Buy","100000","0.0100","1000.0000","10.0000","0.9100","122384123","1010.0000"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",10/06/2022,"Buy","250000","0.0080","2000.0000","19.9500","1.8100","134210706","2019.9500"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",10/06/2022,"Buy","25001","0.0080","200.0100","10.0000","0.9100","134215796","210.0100"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",14/06/2022,"Buy","91111","0.0070","637.7800","10.0000","0.9100","134299359","647.7800"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",29/06/2022,"Buy","506240","0.0070","3543.6800","19.9500","1.8100","134859254","3563.6300"
"SHH","SHREE MINERALS LTD FPO (ORDINARY FULLY PAID)",30/06/2022,"Buy","86565","0.0070","605.9600","0.0000","0.0000","134907152","605.9600"
"SLX","SILEX SYSTEMS FPO (ORDINARY FULLY PAID)",06/12/2021,"Sell","-15832","1.1853","-18765.8000","29.9500","2.7200","127303635","-18735.8500"
"SOR","STRATEGIC ELEMENTS FPO (ORDINARY FULLY PAID)",06/12/2021,"Sell","-9000","0.2050","-1845.0000","19.9500","1.8100","127309759","-1825.0500"
"TG1","TECHGEN METALS LTD FPO (ORDINARY FULLY PAID)",08/02/2022,"Buy","6289","0.1250","786.1300","10.0000","0.9100","129692976","796.1300"
"TG1","TECHGEN METALS LTD FPO (ORDINARY FULLY PAID)",09/02/2022,"Buy","9711","0.1200","1165.3200","9.9600","0.9100","129698343","1175.2800"
"TG1","TECHGEN METALS LTD FPO (ORDINARY FULLY PAID)",27/05/2022,"Buy","3793","0.1450","549.9900","10.0000","0.9100","133725967","559.9900"
"THR","THOR MINING PLC CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",25/01/2022,"Buy","83333","0.0120","1000.0000","10.0000","0.9100","129056491","1010.0000"
"THR","THOR MINING PLC CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",01/06/2022,"Buy","175883","0.0130","2286.4800","19.9500","1.8100","133850334","2306.4300"
"THR","THOR MINING PLC CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",14/06/2022,"Buy","84333","0.0110","927.6600","10.0000","0.9100","134231850","937.6600"
"THR","THOR MINING PLC CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",17/06/2022,"Buy","39161","0.0090","352.4500","10.0000","0.9100","134494075","362.4500"
"THR","THOR MINING PLC CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",21/06/2022,"Buy","61111","0.0090","550.0000","10.0000","0.9100","134554635","560.0000"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",11/02/2022,"Buy","28169","0.0710","2000.0000","19.9500","1.8100","129806168","2019.9500"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",11/02/2022,"Buy","28571","0.0700","1999.9700","19.9500","1.8100","129809130","2019.9200"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",25/03/2022,"Buy","20408","0.0490","999.9900","10.0000","0.9100","131476515","1009.9900"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",04/05/2022,"Buy","32258","0.0310","1000.0000","10.0000","0.9100","132921055","1010.0000"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",05/05/2022,"Buy","32258","0.0310","1000.0000","10.0000","0.9100","132953467","1010.0000"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",10/05/2022,"Buy","37037","0.0270","1000.0000","10.0000","0.9100","133117606","1010.0000"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",13/05/2022,"Buy","111111","0.0270","3000.0000","19.9500","1.8100","133308832","3019.9500"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",16/05/2022,"Sell","-82","0.0280","-2.3000","2.3000","0.2100","133347542","0.0000"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",02/06/2022,"Buy","76923","0.0260","2000.0000","19.9500","1.8100","133923621","2019.9500"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",29/06/2022,"Sell","-366653","0.0195","-7149.7300","19.9500","1.8100","134838502","-7129.7800"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",29/06/2022,"Buy","100000","0.0210","2100.0000","19.9500","1.8100","134845532","2119.9500"
"TMZ","THOMSON RES LTD FPO (ORDINARY FULLY PAID)",30/06/2022,"Buy","253494","0.0190","4816.3900","19.9500","1.8100","134907153","4836.3400"
"TNR","TORIAN RESOURCES LTD FPO (ORDINARY FULLY PAID)",26/07/2021,"Buy","40000","0.0250","1000.0000","10.0000","0.9100","121018253","1010.0000"
"TNR","TORIAN RESOURCES LTD FPO (ORDINARY FULLY PAID)",24/01/2022,"Buy","33333","0.0300","999.9900","10.0000","0.9100","129027516","1009.9900"
"TNR","TORIAN RESOURCES LTD FPO (ORDINARY FULLY PAID)",24/02/2022,"Buy","40000","0.0250","1000.0000","10.0000","0.9100","130355558","1010.0000"
"UBI","UNIVERSAL BIOSENSORS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",07/12/2021,"Sell","-1078","0.8050","-867.7900","10.0000","0.9100","127353742","-857.7900"
"VAL","VALOR RESOURCES LTD FPO (ORDINARY FULLY PAID)",09/06/2022,"Buy","125000","0.0080","1000.0000","10.0000","0.9100","134136952","1010.0000"
"VAL","VALOR RESOURCES LTD FPO (ORDINARY FULLY PAID)",27/06/2022,"Buy","91666","0.0060","550.0000","10.0000","0.9100","134770068","560.0000"
"WBT","WEEBIT NANO LTD FPO (ORDINARY FULLY PAID)",06/12/2021,"Sell","-15654","2.8000","-43831.2000","52.6000","4.7800","127298510","-43778.6000"
"WES","WESFARMERS LIMITED FPO (ORDINARY FULLY PAID)",06/12/2021,"Sell","-179","58.6300","-10494.7700","29.9500","2.7200","127310807","-10464.8200"
"WRM","WHITE ROCK MIN LTD FPO (ORDINARY FULLY PAID)",08/02/2022,"Buy","4761","0.2100","999.8100","10.0000","0.9100","129657029","1009.8100"
"WRM","WHITE ROCK MIN LTD FPO (ORDINARY FULLY PAID)",04/05/2022,"Buy","6896","0.1450","999.9200","10.0000","0.9100","132908170","1009.9200"
"WRM","WHITE ROCK MIN LTD FPO (ORDINARY FULLY PAID)",10/05/2022,"Buy","7692","0.1300","999.9600","10.0000","0.9100","133122851","1009.9600"
"WWI","WEST WITS MINING LTD FPO (ORDINARY FULLY PAID)",10/01/2022,"Buy","32258","0.0310","1000.0000","10.0000","0.9100","128348136","1010.0000"
"WWI","WEST WITS MINING LTD FPO (ORDINARY FULLY PAID)",15/03/2022,"Buy","10000","0.0340","340.0000","10.0000","0.9100","131097992","350.0000"
"WWI","WEST WITS MINING LTD FPO (ORDINARY FULLY PAID)",18/03/2022,"Buy","19411","0.0340","659.9700","0.0000","0.0000","131211001","659.9700"
"WWI","WEST WITS MINING LTD FPO (ORDINARY FULLY PAID)",04/05/2022,"Buy","33333","0.0300","999.9900","10.0000","0.9100","132912556","1009.9900"
"WWI","WEST WITS MINING LTD FPO (ORDINARY FULLY PAID)",11/05/2022,"Buy","43478","0.0230","999.9900","10.0000","0.9100","133201171","1009.9900"
"WWI","WEST WITS MINING LTD FPO (ORDINARY FULLY PAID)",25/05/2022,"Buy","21153","0.0260","549.9800","10.0000","0.9100","133651372","559.9800"
"WWI","WEST WITS MINING LTD FPO (ORDINARY FULLY PAID)",14/06/2022,"Buy","47619","0.0210","1000.0000","10.0000","0.9100","134239024","1010.0000"
