Code,Company,Date,Type,Quantity,Unit Price ($),Trade Value ($),Brokerage+GST ($),GST ($),Contract Note,Total Value ($)
"CPT","CIPHERPOINT LIMITED FPO (ORDINARY FULLY PAID)",15/02/2022,"Buy","41666","0.0240","999.9800","10.0000","0.9100","129958467","1009.9800"
"CPT","CIPHERPOINT LIMITED FPO (ORDINARY FULLY PAID)",22/02/2022,"Buy","95238","0.0210","2000.0000","19.9500","1.8100","130226491","2019.9500"
"CPT","CIPHERPOINT LIMITED FPO (ORDINARY FULLY PAID)",22/02/2022,"Buy","47619","0.0210","1000.0000","10.0000","0.9100","130226493","1010.0000"
"CPT","CIPHERPOINT LIMITED FPO (ORDINARY FULLY PAID)",11/05/2022,"Sell","-400000","0.0160","-6400.0000","19.9500","1.8100","133227316","-6380.0500"
"CPT","CIPHERPOINT LIMITED FPO (ORDINARY FULLY PAID)",24/05/2022,"Buy","1","0.0170","0.0200","10.0000","0.9100","133633266","10.0200"
"CPT","CIPHERPOINT LIMITED FPO (ORDINARY FULLY PAID)",31/05/2022,"Buy","55555","0.0180","999.9900","10.0000","0.9100","133812750","1009.9900"
"CTM","CENTAURUS METALS LTD FPO (ORDINARY FULLY PAID)",06/12/2021,"Sell","-18567","1.0100","-18752.6700","29.9500","2.7200","127310017","-18722.7200"
"CUL","CULLEN RESOURCES FPO (ORDINARY FULLY PAID)",29/04/2022,"Buy","4649","0.0190","88.3300","10.0000","0.9100","132760405","98.3300"
"CUL","CULLEN RESOURCES FPO (ORDINARY FULLY PAID)",02/05/2022,"Buy","47982","0.0190","911.6600","0.0000","0.0000","132772379","911.6600"
"DOU","DOUUGH LIMITED FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","19230","0.0520","999.9600","10.0000","0.9100","129145376","1009.9600"
"DOU","DOUUGH LIMITED FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","35087","0.0570","1999.9600","19.9500","1.8100","129104653","2019.9100"
"DOU","DOUUGH LIMITED FPO (ORDINARY FULLY PAID)",13/05/2022,"Sell","-54317","0.0230","-1249.2900","19.9500","1.8100","133326479","-1229.3400"
"DOU","DOUUGH LIMITED FPO (ORDINARY FULLY PAID)",09/06/2022,"Buy","50000","0.0200","1000.0000","10.0000","0.9100","134127027","1010.0000"
"EPN","EPSILON HEALTHCARE FPO (ORDINARY FULLY PAID)",04/01/2022,"Buy","14285","0.0700","999.9500","10.0000","0.9100","128100916","1009.9500"
"EPN","EPSILON HEALTHCARE FPO (ORDINARY FULLY PAID)",22/02/2022,"Buy","16129","0.0620","1000.0000","10.0000","0.9100","130198827","1010.0000"
"EPN","EPSILON HEALTHCARE FPO (ORDINARY FULLY PAID)",13/05/2022,"Sell","-38183","0.0290","-1107.3100","19.9500","1.8100","133317429","-1087.3600"
"FRB","FIREBIRD METALS FPO (ORDINARY FULLY PAID)",31/12/2021,"Buy","2382","0.3900","928.9800","10.0000","0.9100","128057330","938.9800"
"FRB","FIREBIRD METALS FPO (ORDINARY FULLY PAID)",13/01/2022,"Buy","2631","0.3800","999.7800","10.0000","0.9100","128483838","1009.7800"
"G6M","GROUP 6 METALS LTD FPO (ORDINARY FULLY PAID)",17/11/2021,"Buy","5882","0.1700","999.9400","10.0000","0.9100","126496434","1009.9400"
"G6M","GROUP 6 METALS LTD FPO (ORDINARY FULLY PAID)",26/11/2021,"Buy","6666","0.1500","999.9000","10.0000","0.9100","126913324","1009.9000"
"G6M","GROUP 6 METALS LTD FPO (ORDINARY FULLY PAID)",26/11/2021,"Buy","6896","0.1450","999.9200","10.0000","0.9100","126913330","1009.9200"
"G6M","GROUP 6 METALS LTD FPO (ORDINARY FULLY PAID)",23/12/2021,"Buy","5576","0.1300","724.8800","10.0000","0.9100","127907741","734.8800"
"G6M","GROUP 6 METALS LTD FPO (ORDINARY FULLY PAID)",04/01/2022,"Buy","7407","0.1350","999.9500","10.0000","0.9100","128117077","1009.9500"
"G6M","GROUP 6 METALS LTD FPO (ORDINARY FULLY PAID)",20/01/2022,"Buy","6059","0.1650","999.7400","10.0000","0.9100","128828565","1009.7400"
"G6M","GROUP 6 METALS LTD FPO (ORDINARY FULLY PAID)",24/01/2022,"Buy","6666","0.1500","999.9000","10.0000","0.9100","128980144","1009.9000"
"G6M","GROUP 6 METALS LTD FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","7142","0.1400","999.8800","10.0000","0.9100","129148116","1009.8800"
"G6M","GROUP 6 METALS LTD FPO (ORDINARY FULLY PAID)",14/03/2022,"Buy","6666","0.1500","999.9000","10.0000","0.9100","131003514","1009.9000"
"G6M","GROUP 6 METALS LTD FPO (ORDINARY FULLY PAID)",09/06/2022,"Buy","2888","0.2250","649.8000","10.0000","0.9100","134132616","659.8000"
"GEAR","BETSHARES GEAR FUND ETF UNITS (BETASHARES GEARED AUS EQUITY FUND (HEDGE FUND))",06/12/2021,"Sell","-57","27.6200","-1574.3400","19.9500","1.8100","127280201","-1554.3900"
"GED","GOLDEN DEEPS FPO (ORDINARY FULLY PAID)",12/07/2021,"Buy","42307","0.0130","549.9900","10.0000","0.9100","120484721","559.9900"
"GED","GOLDEN DEEPS FPO (ORDINARY FULLY PAID)",24/01/2022,"Buy","181818","0.0110","2000.0000","19.9500","1.8100","129036575","2019.9500"
"GED","GOLDEN DEEPS FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","108202","0.0100","1082.0200","19.9500","1.8100","129156493","1101.9700"
"GED","GOLDEN DEEPS FPO (ORDINARY FULLY PAID)",27/01/2022,"Buy","91798","0.0100","917.9800","0.0000","0.0000","129163096","917.9800"
"GED","GOLDEN DEEPS FPO (ORDINARY FULLY PAID)",17/02/2022,"Buy","90909","0.0110","1000.0000","10.0000","0.9100","130037319","1010.0000"
"GED","GOLDEN DEEPS FPO (ORDINARY FULLY PAID)",22/02/2022,"Buy","200000","0.0100","2000.0000","19.9500","1.8100","130211431","2019.9500"
"GED","GOLDEN DEEPS FPO (ORDINARY FULLY PAID)",22/02/2022,"Buy","90909","0.0110","1000.0000","10.0000","0.9100","130185068","1010.0000"
"GED","GOLDEN DEEPS FPO (ORDINARY FULLY PAID)",10/05/2022,"Buy","76923","0.0130","1000.0000","10.0000","0.9100","133117313","1010.0000"
"GED","GOLDEN DEEPS FPO (ORDINARY FULLY PAID)",01/06/2022,"Buy","55555","0.0180","999.9900","10.0000","0.9100","133876882","1009.9900"
"GED","GOLDEN DEEPS FPO (ORDINARY FULLY PAID)",14/06/2022,"Buy","76923","0.0130","1000.0000","10.0000","0.9100","134229739","1010.0000"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",27/08/2021,"Buy","142857","0.0070","1000.0000","10.0000","0.9100","122542544","1010.0000"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",27/08/2021,"Buy","142857","0.0070","1000.0000","10.0000","0.9100","122542591","1010.0000"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",14/12/2021,"Buy","9523","0.1050","999.9200","10.0000","0.9100","127589354","1009.9200"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",27/01/2022,"Buy","18181","0.1100","1999.9100","19.9500","1.8100","129255439","2019.8600"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",08/03/2022,"Buy","11111","0.0900","999.9900","10.0000","0.9100","130809218","1009.9900"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",17/03/2022,"Buy","11494","0.0810","931.0100","10.0000","0.9100","131154427","941.0100"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",22/03/2022,"Buy","13513","0.0740","999.9600","10.0000","0.9100","131299002","1009.9600"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",04/04/2022,"Buy","14492","0.0690","999.9500","10.0000","0.9100","131819308","1009.9500"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",13/05/2022,"Sell","-142647","0.0650","-9272.0600","19.9500","1.8100","133311491","-9252.1100"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",16/05/2022,"Buy","31746","0.0630","2000.0000","19.9500","1.8100","133365562","2019.9500"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",07/06/2022,"Buy","15625","0.0620","968.7500","10.0000","0.9100","134047712","978.7500"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",07/06/2022,"Buy","15835","0.0620","981.7700","10.0000","0.9100","134050071","991.7700"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",24/06/2022,"Buy","11956","0.0460","549.9800","10.0000","0.9100","134698310","559.9800"
"GMR","GOLDEN RIM RESOURCES FPO (ORDINARY FULLY PAID)",27/06/2022,"Buy","11458","0.0480","549.9800","10.0000","0.9100","134766547","559.9800"
"GNM","GREAT NORTHERN FPO (ORDINARY FULLY PAID)",17/01/2022,"Buy","127932","0.0060","767.5900","10.0000","0.9100","128659476","777.5900"
"GNM","GREAT NORTHERN FPO (ORDINARY FULLY PAID)",11/02/2022,"Buy","166666","0.0060","1000.0000","10.0000","0.9100","129801524","1010.0000"
"HCH","HOT CHILI LTD FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","628","1.5900","998.5200","10.0000","0.9100","129137422","1008.5200"
"HCH","HOT CHILI LTD FPO (ORDINARY FULLY PAID)",20/05/2022,"Buy","840","1.1900","999.6000","10.0000","0.9100","133515188","1009.6000"
"HCH","HOT CHILI LTD FPO (ORDINARY FULLY PAID)",14/06/2022,"Buy","555","0.9900","549.4500","10.0000","0.9100","134297238","559.4500"
"ILA","ISLAND PHARMA FPO (ORDINARY FULLY PAID)",18/02/2022,"Buy","1","0.2400","0.2400","10.0000","0.9100","130118697","10.2400"
"ILA","ISLAND PHARMA FPO (ORDINARY FULLY PAID)",22/02/2022,"Buy","8332","0.2400","1999.6800","9.9600","0.9100","130236432","2009.6400"
"ILA","ISLAND PHARMA FPO (ORDINARY FULLY PAID)",06/05/2022,"Buy","5882","0.1700","999.9400","10.0000","0.9100","132995255","1009.9400"
"IOU","IOUPAY LIMITED FPO (ORDINARY FULLY PAID)",04/02/2022,"Buy","5263","0.1900","999.9700","10.0000","0.9100","129545762","1009.9700"
"IOU","IOUPAY LIMITED FPO (ORDINARY FULLY PAID)",30/05/2022,"Buy","12345","0.0810","999.9500","10.0000","0.9100","133783349","1009.9500"
"IOU","IOUPAY LIMITED FPO (ORDINARY FULLY PAID)",22/06/2022,"Buy","11956","0.0460","549.9800","10.0000","0.9100","134616131","559.9800"
"IOU","IOUPAY LIMITED FPO (ORDINARY FULLY PAID)",28/06/2022,"Buy","43757","0.0440","1925.3100","19.9500","1.8100","134815757","1945.2600"
"IOU","IOUPAY LIMITED FPO (ORDINARY FULLY PAID)",29/06/2022,"Sell","-87514","0.0410","-3588.0700","19.9500","1.8100","134846572","-3568.1200"
"IOU","IOUPAY LIMITED FPO (ORDINARY FULLY PAID)",29/06/2022,"Buy","80000","0.0430","3440.0000","19.9500","1.8100","134846683","3459.9500"
"JMS","JUPITER MINES. FPO (ORDINARY FULLY PAID)",01/09/2021,"Buy","8163","0.2450","1999.9400","19.9500","1.8100","122774971","2019.8900"
"JMS","JUPITER MINES. FPO (ORDINARY FULLY PAID)",22/09/2021,"Buy","4651","0.2150","999.9700","10.0000","0.9100","123899381","1009.9700"
"JMS","JUPITER MINES. FPO (ORDINARY FULLY PAID)",26/11/2021,"Buy","11000","0.2000","2200.0000","19.9500","1.8100","126886500","2219.9500"
"JMS","JUPITER MINES. FPO (ORDINARY FULLY PAID)",26/11/2021,"Buy","5000","0.2000","1000.0000","10.0000","0.9100","126886518","1010.0000"
"JMS","JUPITER MINES. FPO (ORDINARY FULLY PAID)",23/06/2022,"Buy","1","0.1800","0.1800","10.0000","0.9100","134680963","10.1800"
"JMS","JUPITER MINES. FPO (ORDINARY FULLY PAID)",29/06/2022,"Sell","-28687","0.1950","-5593.9700","19.9500","1.8100","134845787","-5574.0200"
"JMS","JUPITER MINES. FPO (ORDINARY FULLY PAID)",29/06/2022,"Buy","21000","0.1950","4095.0000","19.9500","1.8100","134845869","4114.9500"
"JNO","JUNO FPO (ORDINARY FULLY PAID)",17/12/2021,"Buy","7692","0.1200","923.0400","10.0000","0.9100","127735826","933.0400"
"JNO","JUNO FPO (ORDINARY FULLY PAID)",05/01/2022,"Buy","8333","0.1200","999.9600","10.0000","0.9100","128146786","1009.9600"
"JNO","JUNO FPO (ORDINARY FULLY PAID)",16/02/2022,"Buy","18181","0.1100","1999.9100","19.9500","1.8100","129990196","2019.8600"
"JNO","JUNO FPO (ORDINARY FULLY PAID)",09/05/2022,"Buy","9523","0.1050","999.9200","10.0000","0.9100","133065618","1009.9200"
"JNO","JUNO FPO (ORDINARY FULLY PAID)",21/06/2022,"Buy","416","0.1150","47.8400","10.0000","0.9100","134591639","57.8400"
"JNO","JUNO FPO (ORDINARY FULLY PAID)",30/06/2022,"Buy","12","0.1150","1.3800","0.0000","0.0000","134907151","1.3800"
"KFM","KINGFISHER MINING FPO (ORDINARY FULLY PAID)",10/12/2021,"Buy","2000","0.1700","340.0000","10.0000","0.9100","127506615","350.0000"
"KFM","KINGFISHER MINING FPO (ORDINARY FULLY PAID)",15/12/2021,"Buy","3882","0.1700","659.9400","0.0000","0.0000","127625113","659.9400"
"KFM","KINGFISHER MINING FPO (ORDINARY FULLY PAID)",07/01/2022,"Buy","5263","0.1900","999.9700","10.0000","0.9100","128274944","1009.9700"
"KFM","KINGFISHER MINING FPO (ORDINARY FULLY PAID)",20/06/2022,"Sell","-15311","0.2800","-4287.0800","19.9500","1.8100","134525095","-4267.1300"
"KIN","KIN MIN NL FPO (ORDINARY FULLY PAID)",31/01/2022,"Sell","-24583","0.1050","-2581.2200","19.9500","1.8100","129363574","-2561.2700"
"KIS","KING ISLAND FPO (ORDINARY FULLY PAID)",12/07/2021,"Buy","4347","0.2300","999.8100","10.0000","0.9100","120498623","1009.8100"
"KIS","KING ISLAND FPO (ORDINARY FULLY PAID)",13/08/2021,"Buy","5263","0.1900","999.9700","10.0000","0.9100","121880672","1009.9700"
"KIS","KING ISLAND FPO (ORDINARY FULLY PAID)",03/11/2021,"Buy","7142","0.1400","999.8800","10.0000","0.9100","125810408","1009.8800"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",06/12/2021,"Sell","-81771","0.6911","-56511.4900","67.8200","6.1700","127308160","-56443.6700"
"LCL","LOS CERROS LIMITED FPO (ORDINARY FULLY PAID)",15/12/2021,"Buy","8333","0.1200","999.9600","10.0000","0.9100","127632364","1009.9600"
"LCL","LOS CERROS LIMITED FPO (ORDINARY FULLY PAID)",27/01/2022,"Buy","165281","0.1100","18180.9100","29.9500","2.7200","129209648","18210.8600"
"LCL","LOS CERROS LIMITED FPO (ORDINARY FULLY PAID)",09/05/2022,"Buy","12500","0.0800","1000.0000","10.0000","0.9100","133041613","1010.0000"
"LCL","LOS CERROS LIMITED FPO (ORDINARY FULLY PAID)",11/05/2022,"Sell","-45454","0.0660","-2999.9600","19.9500","1.8100","133210627","-2980.0100"
"LCL","LOS CERROS LIMITED FPO (ORDINARY FULLY PAID)",13/05/2022,"Sell","-167999","0.0650","-10919.9400","29.9500","2.7200","133327015","-10889.9900"
"LCL","LOS CERROS LIMITED FPO (ORDINARY FULLY PAID)",24/05/2022,"Buy","15625","0.0640","1000.0000","10.0000","0.9100","133604417","1010.0000"
"LCL","LOS CERROS LIMITED FPO (ORDINARY FULLY PAID)",25/05/2022,"Buy","16666","0.0600","999.9600","10.0000","0.9100","133658607","1009.9600"
"LCL","LOS CERROS LIMITED FPO (ORDINARY FULLY PAID)",25/05/2022,"Buy","16129","0.0620","1000.0000","10.0000","0.9100","133652828","1010.0000"
"LCL","LOS CERROS LIMITED FPO (ORDINARY FULLY PAID)",14/06/2022,"Sell","-48420","0.0460","-2227.3200","19.9500","1.8100","134316204","-2207.3700"
"LCL","LOS CERROS LIMITED FPO (ORDINARY FULLY PAID)",17/06/2022,"Buy","21641","0.0410","887.2800","10.0000","0.9100","134462139","897.2800"
"M3M","M3MININGLIMITED FPO (ORDINARY FULLY PAID)",10/02/2022,"Buy","3552","0.2800","994.5600","10.0000","0.9100","129748290","1004.5600"
"M3M","M3MININGLIMITED FPO (ORDINARY FULLY PAID)",16/02/2022,"Buy","4545","0.2200","999.9000","10.0000","0.9100","129988908","1009.9000"
"M3M","M3MININGLIMITED FPO (ORDINARY FULLY PAID)",22/02/2022,"Buy","5128","0.1950","999.9600","10.0000","0.9100","130231971","1009.9600"
"M3M","M3MININGLIMITED FPO (ORDINARY FULLY PAID)",08/03/2022,"Buy","6666","0.1500","999.9000","10.0000","0.9100","130814241","1009.9000"
"M3M","M3MININGLIMITED FPO (ORDINARY FULLY PAID)",23/05/2022,"Buy","6896","0.1450","999.9200","10.0000","0.9100","133575884","1009.9200"
"M3M","M3MININGLIMITED FPO (ORDINARY FULLY PAID)",27/06/2022,"Buy","4583","0.1200","549.9600","10.0000","0.9100","134773591","559.9600"
"MHC","MANHATTAN CORP LTD FPO (ORDINARY FULLY PAID)",12/08/2021,"Buy","60000","0.0100","600.0000","10.0000","0.9100","121824156","610.0000"
"MHC","MANHATTAN CORP LTD FPO (ORDINARY FULLY PAID)",27/08/2021,"Buy","111111","0.0090","1000.0000","10.0000","0.9100","122558717","1010.0000"
"MHC","MANHATTAN CORP LTD FPO (ORDINARY FULLY PAID)",15/11/2021,"Buy","100000","0.0100","1000.0000","10.0000","0.9100","126384168","1010.0000"
"MHC","MANHATTAN CORP LTD FPO (ORDINARY FULLY PAID)",06/05/2022,"Buy","181818","0.0110","2000.0000","19.9500","1.8100","133000075","2019.9500"
"MHC","MANHATTAN CORP LTD FPO (ORDINARY FULLY PAID)",27/05/2022,"Buy","55000","0.0100","550.0000","10.0000","0.9100","133735496","560.0000"
"MHC","MANHATTAN CORP LTD FPO (ORDINARY FULLY PAID)",14/06/2022,"Buy","111111","0.0090","1000.0000","10.0000","0.9100","134297538","1010.0000"
"MHC","MANHATTAN CORP LTD FPO (ORDINARY FULLY PAID)",24/06/2022,"Buy","78571","0.0070","550.0000","10.0000","0.9100","134705204","560.0000"
"MTB","MOUNT BURGESS MINING FPO (ORDINARY FULLY PAID)",30/11/2021,"Buy","127783","0.0060","766.7000","10.0000","0.9100","127094796","776.7000"
"MTB","MOUNT BURGESS MINING FPO (ORDINARY FULLY PAID)",01/12/2021,"Buy","38883","0.0060","233.3000","0.0000","0.0000","127138524","233.3000"
"MTB","MOUNT BURGESS MINING FPO (ORDINARY FULLY PAID)",14/01/2022,"Buy","166666","0.0060","1000.0000","10.0000","0.9100","128555261","1010.0000"
"MTB","MOUNT BURGESS MINING FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","333333","0.0060","2000.0000","19.9500","1.8100","129105920","2019.9500"
"MTB","MOUNT BURGESS MINING FPO (ORDINARY FULLY PAID)",29/04/2022,"Buy","285714","0.0070","2000.0000","19.9500","1.8100","132756058","2019.9500"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",20/12/2021,"Buy","100000","0.0100","1000.0000","10.0000","0.9100","127782234","1010.0000"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",21/01/2022,"Buy","66666","0.0150","999.9900","10.0000","0.9100","128893954","1009.9900"
"NAE","NEW AGE EXPLORATION FPO (ORDINARY FULLY PAID)",25/01/2022,"Buy","142857","0.0140","2000.0000","19.9500","1.8100","129055139","2019.9500"
