Code,Company,Date,Type,Quantity,Unit Price ($),Trade Value ($),Brokerage+GST ($),GST ($),Contract Note,Total Value ($)
"ARE","ARGONAUT RESOURCES FPO (ORDINARY FULLY PAID)",28/04/2020,"Buy","220000","0.0040","880.0000","10.0000","0.9100","98869990","890.0000"
"ARU","ARAFURA RESOURCE LTD FPO (ORDINARY FULLY PAID)",23/07/2019,"Sell","-12500","0.0860","-1075.0000","19.9500","1.8100","91335785","-1055.0500"
"AUZ","AUSTRALIAN MINES LTD FPO (ORDINARY FULLY PAID)",01/08/2019,"Buy","28888","0.0180","519.9800","10.0000","0.9100","91545394","529.9800"
"AUZ","AUSTRALIAN MINES LTD FPO (ORDINARY FULLY PAID)",06/11/2019,"Sell","-82942","0.0170","-1410.0100","19.9500","1.8100","93555581","-1390.0600"
"AVL","AUST VANADIUM LTD FPO (ORDINARY FULLY PAID)",21/08/2019,"Buy","43333","0.0120","520.0000","10.0000","0.9100","92023240","530.0000"
"AVL","AUST VANADIUM LTD FPO (ORDINARY FULLY PAID)",06/09/2019,"Buy","117272","0.0130","1524.5400","19.9500","1.8100","92387492","1544.4900"
"AVL","AUST VANADIUM LTD FPO (ORDINARY FULLY PAID)",27/09/2019,"Buy","43333","0.0120","520.0000","10.0000","0.9100","92793252","530.0000"
"AVL","AUST VANADIUM LTD FPO (ORDINARY FULLY PAID)",12/12/2019,"Buy","54000","0.0100","540.0000","10.0000","0.9100","94254257","550.0000"
"AVL","AUST VANADIUM LTD FPO (ORDINARY FULLY PAID)",23/12/2019,"Sell","-355557","0.0100","-3555.5700","19.9500","1.8100","94403650","-3535.6200"
"AZI","ALTA ZINC LTD FPO (ORDINARY FULLY PAID)",05/05/2020,"Buy","220000","0.0040","880.0000","10.0000","0.9100","99224692","890.0000"
"AZI","ALTA ZINC LTD FPO (ORDINARY FULLY PAID)",11/06/2020,"Buy","52680","0.0040","210.7200","10.0000","0.9100","101307545","220.7200"
"AZI","ALTA ZINC LTD FPO (ORDINARY FULLY PAID)",25/06/2020,"Buy","452320","0.0040","1809.2800","9.9600","0.9100","102065590","1819.2400"
"BSX","BLACKSTONE LTD FPO (ORDINARY FULLY PAID)",03/01/2020,"Buy","9806","0.1850","1814.1100","19.9500","1.8100","94516092","1834.0600"
"BSX","BLACKSTONE LTD FPO (ORDINARY FULLY PAID)",02/03/2020,"Buy","5238","0.1050","549.9900","10.0000","0.9100","95924524","559.9900"
"BSX","BLACKSTONE LTD FPO (ORDINARY FULLY PAID)",13/03/2020,"Buy","5777","0.0900","519.9300","10.0000","0.9100","96511595","529.9300"
"CE1","CALIMA ENERGY FPO (ORDINARY FULLY PAID)",18/10/2019,"Buy","64444","0.0100","644.4400","10.0000","0.9100","93205314","654.4400"
"CE1","CALIMA ENERGY FPO (ORDINARY FULLY PAID)",17/06/2020,"Buy","198000","0.0050","990.0000","10.0000","0.9100","101654352","1000.0000"
"CHK","COHIBA MIN LTD FPO (ORDINARY FULLY PAID)",09/03/2020,"Buy","84285","0.0060","505.7100","10.0000","0.9100","96201152","515.7100"
"CHK","COHIBA MIN LTD FPO (ORDINARY FULLY PAID)",01/05/2020,"Buy","104000","0.0050","520.0000","10.0000","0.9100","99052800","530.0000"
"CHK","COHIBA MIN LTD FPO (ORDINARY FULLY PAID)",05/05/2020,"Buy","86666","0.0060","520.0000","10.0000","0.9100","99235336","530.0000"
"CTM","CENTAURUS METALS LTD FPO (ORDINARY FULLY PAID)",01/10/2019,"Buy","65714","0.0140","920.0000","10.0000","0.9100","92858717","930.0000"
"CTM","CENTAURUS METALS LTD FPO (ORDINARY FULLY PAID)",13/11/2019,"Buy","64666","0.0150","969.9900","10.0000","0.9100","93692896","979.9900"
"CTM","CENTAURUS METALS LTD FPO (ORDINARY FULLY PAID)",21/11/2019,"Buy","45333","0.0150","680.0000","10.0000","0.9100","93859983","690.0000"
"CTM","CENTAURUS METALS LTD FPO (ORDINARY FULLY PAID)",22/11/2019,"Buy","45300","0.0140","634.2000","10.0000","0.9100","93868812","644.2000"
"CTM","CENTAURUS METALS LTD FPO (ORDINARY FULLY PAID)",03/02/2020,"Buy","45454","0.0110","499.9900","10.0000","0.9100","95116450","509.9900"
"DRX","DIATREME RESOURCES FPO (ORDINARY FULLY PAID)",09/08/2019,"Buy","47272","0.0110","519.9900","10.0000","0.9100","91789280","529.9900"
"DRX","DIATREME RESOURCES FPO (ORDINARY FULLY PAID)",29/04/2020,"Buy","74285","0.0070","520.0000","10.0000","0.9100","98931632","530.0000"
"GEAR","BETSHARES GEAR FUND ETF UNITS (EXCHANGE TRADED FUND UNITS FULLY PAID)",23/03/2020,"Buy","57","10.0100","570.5700","10.0000","0.9100","97129582","580.5700"
"GML","GATEWAY MINING FPO (ORDINARY FULLY PAID)",16/12/2019,"Buy","34666","0.0160","554.6600","10.0000","0.9100","94288588","564.6600"
"GML","GATEWAY MINING FPO (ORDINARY FULLY PAID)",04/03/2020,"Buy","40000","0.0130","520.0000","10.0000","0.9100","96057522","530.0000"
"GML","GATEWAY MINING FPO (ORDINARY FULLY PAID)",08/05/2020,"Buy","52000","0.0100","520.0000","10.0000","0.9100","99402396","530.0000"
"JMS","JUPITER MINES. FPO (ORDINARY FULLY PAID)",23/01/2020,"Buy","1737","0.3050","529.7900","10.0000","0.9100","94925615","539.7900"
"JMS","JUPITER MINES. FPO (ORDINARY FULLY PAID)",28/05/2020,"Buy","2035","0.2850","579.9800","10.0000","0.9100","100449259","589.9800"
"JMS","JUPITER MINES. FPO (ORDINARY FULLY PAID)",12/06/2020,"Buy","7407","0.2700","1999.8900","19.9500","1.8100","101314660","2019.8400"
"JMS","JUPITER MINES. FPO (ORDINARY FULLY PAID)",15/06/2020,"Buy","3358","0.2650","889.8700","10.0000","0.9100","101462846","899.8700"
"KIN","KIN MIN NL FPO (ORDINARY FULLY PAID)",28/01/2020,"Buy","1100","0.0320","35.2000","10.0000","0.9100","95004866","45.2000"
"KIN","KIN MIN NL FPO (ORDINARY FULLY PAID)",29/01/2020,"Buy","15150","0.0320","484.8000","0.0000","0.0000","95016178","484.8000"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",27/11/2019,"Buy","1405","0.3700","519.8500","10.0000","0.9100","93973910","529.8500"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",28/11/2019,"Buy","1485","0.3550","527.1800","10.0000","0.9100","93996778","537.1800"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",20/12/2019,"Buy","1824","0.2850","519.8400","10.0000","0.9100","94389572","529.8400"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",28/02/2020,"Buy","2080","0.2500","520.0000","10.0000","0.9100","95818786","530.0000"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",12/03/2020,"Buy","6250","0.2100","1312.5000","19.9500","1.8100","96431420","1332.4500"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",01/04/2020,"Buy","3058","0.1700","519.8600","10.0000","0.9100","97635951","529.8600"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",04/05/2020,"Buy","2971","0.1750","519.9300","10.0000","0.9100","99176134","529.9300"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",07/05/2020,"Buy","5657","0.1750","989.9800","10.0000","0.9100","99373290","999.9800"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",08/05/2020,"Buy","4125","0.1600","660.0000","10.0000","0.9100","99408621","670.0000"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",08/05/2020,"Buy","5939","0.1650","979.9400","10.0000","0.9100","99402548","989.9400"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",14/05/2020,"Buy","4400","0.2000","880.0000","10.0000","0.9100","99674392","890.0000"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",11/06/2020,"Buy","3735","0.2650","989.7800","10.0000","0.9100","101217702","999.7800"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",12/06/2020,"Buy","3520","0.2500","880.0000","10.0000","0.9100","101315951","890.0000"
"KSS","KLEOS CDI 1:1 (CHESS DEPOSITARY INTERESTS 1:1)",26/06/2020,"Buy","2480","0.2500","620.0000","10.0000","0.9100","102123620","630.0000"
"NVA","NOVA MINERALS LTD FPO (ORDINARY FULLY PAID)",27/11/2019,"Buy","15294","0.0340","520.0000","10.0000","0.9100","93976781","530.0000"
"NVA","NOVA MINERALS LTD FPO (ORDINARY FULLY PAID)",06/04/2020,"Buy","20000","0.0260","520.0000","10.0000","0.9100","97848090","530.0000"
"PUA","PURE ALUMINA LIMITED FPO (ORDINARY FULLY PAID)",24/07/2019,"Sell","-97356","0.0230","-2239.1900","19.9500","1.8100","91382281","-2219.2400"
"PUA","PURE ALUMINA LIMITED FPO (ORDINARY FULLY PAID)",15/08/2019,"Buy","15757","0.0330","519.9800","10.0000","0.9100","91923246","529.9800"
"PUA","PURE ALUMINA LIMITED FPO (ORDINARY FULLY PAID)",26/08/2019,"Buy","19259","0.0270","519.9900","10.0000","0.9100","92122445","529.9900"
"PUA","PURE ALUMINA LIMITED FPO (ORDINARY FULLY PAID)",17/09/2019,"Buy","19259","0.0270","519.9900","10.0000","0.9100","92600547","529.9900"
"PUA","PURE ALUMINA LIMITED FPO (ORDINARY FULLY PAID)",12/12/2019,"Sell","-54275","0.0170","-922.6800","10.0000","0.9100","94240775","-912.6800"
"PWN","PARKWAY MINLS NL FPO (ORDINARY FULLY PAID)",13/05/2020,"Buy","274285","0.0070","1920.0000","19.9500","1.8100","99610187","1939.9500"
"PWN","PARKWAY MINLS NL FPO (ORDINARY FULLY PAID)",18/05/2020,"Buy","121000","0.0070","847.0000","10.0000","0.9100","99778785","857.0000"
"RMX","RED MOUNT MIN LTD FPO (ORDINARY FULLY PAID)",03/12/2019,"Buy","103333","0.0060","620.0000","10.0000","0.9100","94085428","630.0000"
"RMX","RED MOUNT MIN LTD FPO (ORDINARY FULLY PAID)",23/12/2019,"Buy","196000","0.0050","980.0000","10.0000","0.9100","94405222","990.0000"
"RMX","RED MOUNT MIN LTD FPO (ORDINARY FULLY PAID)",17/03/2020,"Buy","173333","0.0020","346.6700","10.0000","0.9100","96711808","356.6700"
"SLX","SILEX SYSTEMS FPO (ORDINARY FULLY PAID)",28/02/2020,"Buy","1575","0.3300","519.7500","10.0000","0.9100","95851609","529.7500"
"SLX","SILEX SYSTEMS FPO (ORDINARY FULLY PAID)",24/03/2020,"Buy","2971","0.1750","519.9300","10.0000","0.9100","97160946","529.9300"
"SLX","SILEX SYSTEMS FPO (ORDINARY FULLY PAID)",28/05/2020,"Buy","2591","0.3550","919.8100","10.0000","0.9100","100429821","929.8100"
"SOR","STRATEGIC ELEMENTS FPO (ORDINARY FULLY PAID)",13/09/2019,"Buy","9000","0.0610","549.0000","10.0000","0.9100","92527379","559.0000"
"SUD","SUDA PHARMACEUTICALS FPO (ORDINARY FULLY PAID)",24/09/2019,"Sell","-188000","0.0035","-658.0000","10.0000","0.9100","92719717","-648.0000"
"SYR","SYRAH RESOURCES FPO (ORDINARY FULLY PAID)",23/01/2020,"Buy","873","0.5950","519.4400","10.0000","0.9100","94926502","529.4400"
"SYR","SYRAH RESOURCES FPO (ORDINARY FULLY PAID)",28/01/2020,"Buy","1019","0.5200","529.8800","10.0000","0.9100","94998827","539.8800"
"SYR","SYRAH RESOURCES FPO (ORDINARY FULLY PAID)",28/02/2020,"Buy","1333","0.3800","506.5400","10.0000","0.9100","95824179","516.5400"
"THC","THC GLOBAL GRP LTD FPO (ORDINARY FULLY PAID)",26/07/2019,"Buy","1000","0.5200","520.0000","10.0000","0.9100","91440471","530.0000"
"THC","THC GLOBAL GRP LTD FPO (ORDINARY FULLY PAID)",01/11/2019,"Buy","1444","0.3600","519.8400","10.0000","0.9100","93474374","529.8400"
"VAL","VALOR RESOURCES LTD FPO (ORDINARY FULLY PAID)",27/12/2019,"Buy","145000","0.0040","580.0000","10.0000","0.9100","94431247","590.0000"
"VAL","VALOR RESOURCES LTD FPO (ORDINARY FULLY PAID)",14/02/2020,"Sell","-145000","0.0010","-145.0000","10.0000","0.9100","95389388","-135.0000"
"VAS","VNGD AUS SHARES ETF UNITS (EXCHANGE TRADED FUND UNITS FULLY PAID)",23/03/2020,"Buy","16","58.5000","936.0000","10.0000","0.9100","97039976","946.0000"
"VIC","VICTORY MINES LTD FPO (ORDINARY FULLY PAID)",14/08/2019,"Buy","270000","0.0010","270.0000","10.0000","0.9100","91861574","280.0000"
"VIC","VICTORY MINES LTD FPO (ORDINARY FULLY PAID)",06/01/2020,"Sell","-770000","0.0010","-770.0000","10.0000","0.9100","94557823","-760.0000"
"WBT","WEEBIT NANO LTD FPO (ORDINARY FULLY PAID)",19/07/2019,"Buy","1000","0.5200","520.0000","10.0000","0.9100","91278324","530.0000"
"WBT","WEEBIT NANO LTD FPO (ORDINARY FULLY PAID)",18/11/2019,"Buy","1644","0.4100","674.0400","10.0000","0.9100","93777681","684.0400"
"WBT","WEEBIT NANO LTD FPO (ORDINARY FULLY PAID)",10/03/2020,"Buy","1650","0.3150","519.7500","10.0000","0.9100","96277580","529.7500"
"WBT","WEEBIT NANO LTD FPO (ORDINARY FULLY PAID)",14/05/2020,"Buy","1661","0.3250","539.8300","10.0000","0.9100","99719850","549.8300"
"WBT","WEEBIT NANO LTD FPO (ORDINARY FULLY PAID)",24/06/2020,"Buy","2188","0.2650","579.8200","10.0000","0.9100","101991365","589.8200"
"ZYAU","ETFS ASX300 YIELD ETF UNITS (EXCHANGE TRADED FUND UNITS FULLY PAID)",06/08/2019,"Buy","45","11.4000","513.0000","10.0000","0.9100","91649860","523.0000"
"ZYAU","ETFS ASX300 YIELD ETF UNITS (EXCHANGE TRADED FUND UNITS FULLY PAID)",02/03/2020,"Buy","250","10.0200","2505.0000","19.9500","1.8100","95895164","2524.9500"
"ZYAU","ETFS ASX300 YIELD ETF UNITS (EXCHANGE TRADED FUND UNITS FULLY PAID)",09/03/2020,"Buy","200","9.3400","1868.0000","19.9500","1.8100","96251883","1887.9500"
